SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
21_Recombination events.csv|4971,4971,21_Recombination events.csv,7671,10000,"['39', '49']",1000,0.0001,0.01,0.1,5000,50,5,7683,9983,7683-9983,['49'],['36'],"['45', '19']",12.0,17.0,29.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,50.0,1/1,100.0,2.0,1.0,1/1,93.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4971,7671-10000,0.0,97.1,5,48.99091826437941,4,382,5,5,8,15,3,10,62.5%,33.3%,✅ Equal,23,10,13
82_Recombination events.csv|4808,4808,82_Recombination events.csv,5520,7887,"['41', '7']",1000,0.0001,0.01,0.1,5000,50,5,5546,7885,5546-7885,"['7', '41']","['5', '35', '37', '49', '25', '29']","['27', '15', '45', '38', '43', '46', '12']",26.0,2.0,28.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.760000000000005,100.0,2/2,100.0,2.0,2.0,2/2,94.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,4808,5520-7887,0.0,97.2,5,48.942598187311184,6,383,7,7,10,19,3,12,70.0%,36.8%,✅ Equal,29,14,15
59_Recombination events.csv|4843,4843,59_Recombination events.csv,7854,8637,"['22', '43', '8']",1000,0.0001,0.01,0.1,5000,50,5,7844,8620,7844-8620,"['43', '8', '22']","['16', '15', '34', '47', '6', '21', '28', '33', '45', '46', '30', '7', '11', '12', '29']","['5', '40', '50', '3', '23', '36', '10', '24']",10.0,17.0,27.0,97.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.56,100.0,3/3,100.0,3.0,3.0,3/3,82.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4843,7854-8637,0.0,97.3,5,48.89447236180904,7,384,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20
48_Recombination events.csv|4881,4881,48_Recombination events.csv,1182,10000,"['1', '50']",1000,0.0001,0.01,0.1,5000,50,2,1180,9976,1180-9976,"['50', '1']","['2', '5', '35', '37', '27', '31', '14', '45', '36', '48', '46', '32', '12']","['49', '34']",2.0,24.0,26.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4881,1182-10000,0.0,97.4,2,48.846539618856575,2,385,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9
19_Recombination events.csv|4868,4868,19_Recombination events.csv,4410,10000,['1'],1000,0.0001,0.01,0.1,5000,50,17,4410,9976,4410-9976,"['48', '5', '1']","['35', '15', '3', '23', '26', '33', '12', '29']","['27', '28', '38', '8', '30']",0.0,24.0,24.0,99.6,,,,Step 2: Best Match,❌ Poor (1/3),,❌ Poor (1/3),36.91,33.3,1/3,33.3,1.0,3.0,1/3,97.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4868,4410-10000,0.0,97.6,17,48.8,9,386,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
13_Recombination events.csv|1198,1198,13_Recombination events.csv,591,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,7,613,9996,613-9996,['4'],"['19', '40', '50', '8', '11', '47']","['5', '7', '17']",22.0,4.0,26.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.94,2.0,1/1,100.0,50.0,1.0,1/1,78.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1198,591-10000,0.0,97.4,7,48.7,10,387,16,14,19,29,3,15,84.2%,48.3%,❌ Diff: RDP=16 vs Santa=14,48,30,18
72_Recombination events.csv|4579,4579,72_Recombination events.csv,885,1791,"10, 11, 12, 13, 15, 22, 25, 27, 29, 3, 30, 35, 40, 41, 43, 44, 45, 5, 50",1000,0.0001,0.01,0.1,5000,50,4,860,1787,860-1787,"['14', '28', '33']","['26', '4', '24']","['5', '35', '29', '13', '25', '44', '45', '11', '27', '40', '3', '22', '10', '43', '30', '50', '15', '41', '12']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,19.0,3.0,,,,885-1791,906.0,19.0,"['10', '11', '12', '13', '15', '22', '25', '27', '29', '3', '30', '35', '40', '41', '43', '44', '45', '5', '50']","10, 11, 12, 13, 15, 22, 25, 27, 29, 3, 30, 35, 40, 41, 43, 44, 45, 5, 50",,,,,,0/3,0.0,✅ Yes,✅ Yes,✅ Yes,"14, 28, 33","14, 28, 33",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,72,4579,885-1791,0.0,97.1,4,48.696088264794376,5,388,8,7,8,26,0,19,100.0%,26.9%,❌ Diff: RDP=8 vs Santa=7,34,15,19
98_Recombination events.csv|4798,4798,98_Recombination events.csv,5895,9630,"['13', '20', '24', '48']",1000,0.0001,0.01,0.1,5000,50,5,5866,9630,5866-9630,"['20', '13', '48', '24']","['33', '34']","['2', '50', '23', '45', '6', '44', '9', '46', '30', '7', '41', '1']",29.0,0.0,29.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),57.0,100.0,4/4,100.0,4.0,4.0,4/4,96.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4798,5895-9630,0.0,97.1,5,48.59859859859859,7,389,7,7,9,13,2,6,77.8%,53.8%,✅ Equal,22,14,8
13_Recombination events.csv|4225,4225,13_Recombination events.csv,2193,10000,"1, 11, 14, 16, 17, 18, 2, 20, 23, 24, 26, 27, 28, 3, 30, 31, 32, 33, 34, 35, 36, 37, 39, 4, 42, 43, 45, 46, 48, 5, 7",1000,0.0001,0.01,0.1,5000,50,"15, 17",2211,9989,2211-3036 | 7912-9989,['30'] | ['30'],"['5', '7', '4', '17'] | ['5', '17', '4', '43', '7']","['19', '40', '50'] | ['19', '40', '50']",,,,100.0,,,,Step 5: Cluster,Cluster (2 RDPs),,,87.5,,,100.0,31.0,1.0,,,,2193-10000,7807.0,31.0,"['1', '11', '14', '16', '17', '18', '2', '20', '23', '24', '26', '27', '28', '3', '30', '31', '32', '33', '34', '35', '36', '37', '39', '4', '42', '43', '45', '46', '48', '5', '7']","1, 11, 14, 16, 17, 18, 2, 20, 23, 24, 26, 27, 28, 3, 30, 31, 32, 33, 34, 35, 36, 37, 39, 4, 42, 43, 45, 46, 48, 5, 7",,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,30,30,,2.0,,,,,,,,,,,100.0,18.0,11.0,,,13,4225,2193-10000,0.0,97.1,"15, 17",48.55,11,390,16,14,19,29,3,15,84.2%,48.3%,❌ Diff: RDP=16 vs Santa=14,48,30,18
62_Recombination events.csv|67,67,62_Recombination events.csv,9486,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,7,9457,9996,9457-9996,['37'],"['27', '42', '14', '4', '20', '12', '47']","['19', '48', '16', '40', '34', '23', '45', '28', '21', '8', '36', '10', '9', '41', '46', '7', '11', '1']",29.0,4.0,33.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,2.0,1/1,100.0,50.0,1.0,1/1,67.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,67,9486-10000,0.0,96.7,7,48.44689378757515,9,391,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19
72_Recombination events.csv|4804,4804,72_Recombination events.csv,1218,10000,"['23', '39', '49']",1000,0.0001,0.01,0.1,5000,50,3,1231,9978,1231-9978,"['49', '23', '39']","['16', '38', '8', '36', '46', '47']","['35', '13', '27', '40', '25', '50', '15', '3', '22', '44', '45', '10', '43', '41', '30', '11', '12', '29']",13.0,22.0,35.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.92,100.0,3/3,100.0,3.0,3.0,3/3,85.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4804,1218-10000,0.0,96.5,3,48.39518555667001,6,392,8,7,8,26,0,19,100.0%,26.9%,❌ Diff: RDP=8 vs Santa=7,34,15,19
70_Recombination events.csv|4669,4669,70_Recombination events.csv,2145,3195,"11, 37, 6",1000,0.0001,0.01,0.1,5000,50,4,2152,3227,2152-3227,['1'],"['6', '37', '11']","['2', '5', '19', '35', '17', '33', '8', '36', '20', '46']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,3.0,1.0,,,,2145-3195,1050.0,3.0,"['11', '37', '6']","11, 37, 6",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,1,1,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,70,4669,2145-3195,0.0,96.1,4,48.19458375125375,3,393,4,3,4,14,0,11,100.0%,21.4%,❌ Diff: RDP=4 vs Santa=3,18,7,11
17_Recombination events.csv|3715,3715,17_Recombination events.csv,7791,10000,"['10', '13', '15', '16', '2', '20', '21', '22', '24', '26', '27', '28', '29', '30', '32', '33', '35', '36', '37', '38', '4', '40', '41', '44', '45', '46', '48', '5', '6', '7', '9']",1000,0.0001,0.01,0.1,5000,50,4,7821,9981,7821-9981,['15'],['48'],"['7', '27']",30.0,19.0,49.0,97.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.56,3.2,1/1,100.0,31.0,1.0,1/1,88.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3715,7791-10000,0.0,95.1,4,47.837022132796776,3,394,8,7,9,14,1,7,88.9%,50.0%,❌ Diff: RDP=8 vs Santa=7,23,15,8
5_Recombination events.csv|4912,4912,5_Recombination events.csv,5601,10000,"['11', '42']",1000,0.0001,0.01,0.1,5000,50,5,5570,9979,5570-9979,"['42', '11']","['18', '10']","['14', '21', '12']",31.0,21.0,52.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,94.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4912,5601-10000,0.0,94.8,5,47.73413897280967,2,395,5,4,5,24,0,20,100.0%,16.7%,❌ Diff: RDP=5 vs Santa=4,29,9,20
5_Recombination events.csv|4894,4894,5_Recombination events.csv,3807,10000,"['13', '2']",1000,0.0001,0.01,0.1,5000,50,3,3809,9927,3809-9927,"['2', '13']","['48', '27', '17', '34', '20', '33', '45', '9', '30', '1']","['42', '31', '15', '23', '18', '14', '21', '28', '10', '11', '12']",2.0,73.0,75.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.760000000000005,100.0,2/2,100.0,2.0,2.0,2/2,90.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4894,3807-10000,0.0,92.5,3,46.576032225579056,3,396,5,4,5,24,0,20,100.0%,16.7%,❌ Diff: RDP=5 vs Santa=4,29,9,20
87_Recombination events.csv|4944,4944,87_Recombination events.csv,5871,9168,"['41', '44']",1000,0.0001,0.01,0.1,5000,50,5,5803,9170,5803-9170,"['44', '41']","['30', '23', '18', '1']",['48'],68.0,2.0,70.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),57.0,100.0,2/2,100.0,2.0,2.0,2/2,89.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4944,5871-9168,0.0,93.0,5,46.546546546546544,5,397,5,5,6,14,1,9,83.3%,35.7%,✅ Equal,20,10,10
5_Recombination events.csv|4822,4822,5_Recombination events.csv,4875,10000,"['16', '29', '36']",1000,0.0001,0.01,0.1,5000,50,4,4881,9930,4881-9930,"['36', '16', '29']","['18', '10']","['45', '30', '27', '33']",6.0,70.0,76.0,98.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.7,100.0,3/3,100.0,3.0,3.0,3/3,92.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4822,4875-10000,0.0,92.4,4,46.525679758308165,4,398,5,4,5,24,0,20,100.0%,16.7%,❌ Diff: RDP=5 vs Santa=4,29,9,20
91_Recombination events.csv|4874,4874,91_Recombination events.csv,5697,7017,"['1', '14']",1000,0.0001,0.01,0.1,5000,50,4,5764,7004,5764-7004,"['14', '1']","['30', '10']","['50', '23', '45', '20', '32']",67.0,13.0,80.0,93.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.78,100.0,2/2,100.0,2.0,2.0,2/2,69.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4874,5697-7017,0.0,92.0,4,46.51162790697674,6,399,6,6,6,17,0,11,100.0%,35.3%,✅ Equal,23,12,11
21_Recombination events.csv|4862,4862,21_Recombination events.csv,8760,10000,"26, 28, 33, 35, 46, 50",1000,0.0001,0.01,0.1,5000,50,4,8784,9945,8784-9945,['10'],"['35', '50', '26', '33', '28', '46']","['43', '42']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Minor_Exact_Match),,,35.0,,,0.0,6.0,1.0,,,,8760-10000,1240.0,6.0,"['26', '28', '33', '35', '46', '50']","26, 28, 33, 35, 46, 50",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,10,10,,1.0,,,,,,,,,,,0.0,,,,Minor_Exact_Match,21,4862,8760-10000,0.0,92.1,4,46.46821392532795,5,400,5,5,8,15,3,10,62.5%,33.3%,✅ Equal,23,10,13
72_Recombination events.csv|4771,4771,72_Recombination events.csv,6795,7122,"['23', '39', '49']",1000,0.0001,0.01,0.1,5000,50,5,6728,7115,6728-7115,"['49', '23', '39']","['2', '37', '19', '48', '42', '17', '31', '34', '20', '18', '6', '21', '9', '32', '7', '1']","['13', '50', '22', '14', '28', '33', '44', '45', '10', '43', '30', '12', '29']",67.0,7.0,74.0,97.85932721712538,327.0,81.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,26.57186544342508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4771,6795-7122,0.0,92.6,5,46.43931795386158,7,401,8,7,8,26,0,19,100.0%,26.9%,❌ Diff: RDP=8 vs Santa=7,34,15,19
18_Recombination events.csv|1629,1629,18_Recombination events.csv,7596,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,6,7524,9996,7524-9996,"['38', '41']",['21'],"['19', '13', '50', '4', '24', '10', '9', '46']",72.0,4.0,76.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.96,4.0,2/2,100.0,50.0,2.0,2/2,84.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1629,7596-10000,0.0,92.4,6,46.385542168674704,5,402,5,4,8,15,3,11,62.5%,26.7%,❌ Diff: RDP=5 vs Santa=4,23,9,14
79_Recombination events.csv|4763,4763,79_Recombination events.csv,1899,5427,"1, 3, 31, 32, 42",1000,0.0001,0.01,0.1,5000,50,6,1971,5454,1971-5454,"['2', '5', '16', '39', '40', '23', '28', '30', '12']","['35', '34', '8', '46', '29', '37', '13', '44', '21', '45', '4', '9', '11', '27', '18', '14', '10', '48', '50', '36', '41']","['42', '31', '3', '32', '1']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,5.0,9.0,,,,1899-5427,3528.0,5.0,"['1', '3', '31', '32', '42']","1, 3, 31, 32, 42",,,,,,0/9,0.0,✅ Yes,✅ Yes,✅ Yes,"12, 16, 2, 23, 28, 30, 39, 40, 5","12, 16, 2, 23, 28, 30, 39, 40, 5",,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,79,4763,1899-5427,0.0,90.1,6,45.18555667001002,6,403,6,6,6,21,0,15,100.0%,28.6%,✅ Equal,27,12,15
44_Recombination events.csv|4769,4769,44_Recombination events.csv,1776,10000,"14, 38, 47, 6",1000,0.0001,0.01,0.1,5000,50,2,1457,9984,1457-9984,['2'],"['34', '35', '8', '18']","['14', '6', '38', '47']",,,,0.0,,,,Step 7: Start-End Parent-Child,🎯 Start-End Parent-Child (Major_Exact_Match),,,35.0,,,0.0,4.0,1.0,,,,1776-10000,8224.0,4.0,"['14', '38', '47', '6']","14, 38, 47, 6",,,,,,0/1,0.0,✅ Yes,✅ Yes,✅ Yes,2,2,,1.0,,,,,,,,,,,0.0,,,,Major_Exact_Match,44,4769,1776-10000,0.0,66.5,2,44.932432432432435,2,404,2,2,2,21,0,19,100.0%,9.5%,✅ Equal,23,4,19
68_Recombination events.csv|4812,4812,68_Recombination events.csv,885,5619,"2, 32, 38, 50, 8",1000,0.0001,0.01,0.1,5000,50,"2, 7",748,5622,748-5622 | 749-888,"['2', '50', '38', '8', '32'] | ['2', '50', '38', '8', '32']","['49', '27', '42', '16', '31', '18', '26', '36', '10', '9', '41'] | ['49', '16', '15', '23', '34', '18', '26', '21', '4', '24', '10', '9', '36', '41']","['15', '23', '34', '21', '4', '24'] | ['5', '13', '25', '48', '1']",,,,100.0,,,,Step 6: Cross Matches,Cross Match (Case_S1_S2_Start),,,85.5,,,100.0,5.0,5.0,,,,885-5619,4734.0,5.0,"['2', '32', '38', '50', '8']","2, 32, 38, 50, 8",,,,,,5/5,100.0,✅ Yes,✅ Yes,✅ Yes,"2, 32, 38, 50, 8","2, 32, 38, 50, 8",,2.0,,,,,,,,,,,100.0,,,137.0,,68,4812,885-5619,0.0,86.0,"2, 7",43.56636271529889,6,406,5,4,7,24,2,20,71.4%,16.7%,❌ Diff: RDP=5 vs Santa=4,31,9,22
52_Recombination events.csv|2166,2166,52_Recombination events.csv,6747,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,5,6618,9992,6618-9992,"['26', '40']","['2', '19', '13', '27', '50', '18', '8', '4', '24', '43', '29']","['35', '42', '17', '39', '47', '28', '38', '36', '7', '11', '1']",129.0,8.0,137.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.96,4.0,2/2,100.0,50.0,2.0,2/2,78.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2166,6747-10000,0.0,86.3,5,43.541876892028256,4,407,4,4,5,26,1,22,80.0%,15.4%,✅ Equal,31,8,23
58_Recombination events.csv|4919,4919,58_Recombination events.csv,2778,5664,"['19', '39', '46']",1000,0.0001,0.01,0.1,5000,50,3,2718,5747,2718-5747,"['46', '19', '39']","['29', '25', '6', '44', '10', '30', '12', '1']","['32', '40']",60.0,83.0,143.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),57.0,100.0,3/3,100.0,3.0,3.0,3/3,75.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4919,2778-5664,0.0,85.7,3,43.06532663316583,3,408,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
82_Recombination events.csv|4513,4513,82_Recombination events.csv,450,3708,"['13', '25', '28', '29', '34', '35', '37', '41', '42', '49', '5', '50', '7']",1000,0.0001,0.01,0.1,5000,50,7,463,3468,463-3468,"['19', '27', '15', '45', '38', '43', '46', '7', '41', '12']","['5', '35', '37', '13', '49', '42', '25', '50', '29']","['16', '39', '23', '6', '26', '8', '24', '20', '33', '44', '4', '9', '2', '40', '31', '18', '14', '10', '48', '30', '47', '17', '36']",13.0,240.0,253.0,92.2,,,,Step 2: Best Match,❌ Poor (2/10),,❌ Poor (2/10),29.44,9.5,2/10,20.0,13.0,10.0,2/10,61.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,4513,450-3708,10.0,74.7,7,42.61329305135952,7,409,7,7,10,19,3,12,70.0%,36.8%,✅ Equal,29,14,15
17_Recombination events.csv|27,27,17_Recombination events.csv,7953,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,7,7821,9954,7821-9954,['48'],"['7', '27']","['13', '36', '29']",132.0,46.0,178.0,97.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.56,2.0,1/1,100.0,50.0,1.0,1/1,56.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,7953-10000,0.0,82.2,7,41.34808853118712,4,410,8,7,9,14,1,7,88.9%,50.0%,❌ Diff: RDP=8 vs Santa=7,23,15,8
74_Recombination events.csv|4922,4922,74_Recombination events.csv,4836,9246,"['1', '24']",1000,0.0001,0.01,0.1,5000,50,1,4836,9065,4836-9065,"['24', '1']","['34', '32', '15', '50']","['35', '37', '13', '31', '4', '10', '30', '47']",0.0,181.0,181.0,95.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.18000000000001,100.0,2/2,100.0,2.0,2.0,2/2,79.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4922,4836-9246,0.0,81.9,1,40.990990990990994,4,411,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19
19_Recombination events.csv|4663,4663,19_Recombination events.csv,5733,9483,"['18', '2', '47']",1000,0.0001,0.01,0.1,5000,50,5,5731,9996,5731-9996,"['2', '18', '47']",['46'],"['27', '45', '28', '38', '8', '30']",2.0,513.0,515.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),53.0,100.0,3/3,100.0,3.0,3.0,3/3,31.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4663,5733-9483,33.33333333333333,48.5,5,40.916666666666664,10,412,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
35_Recombination events.csv|2280,2280,35_Recombination events.csv,8907,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,3,8730,9990,8730-9990,['23'],"['2', '50', '34', '24', '36', '20', '30', '7']","['5', '1', '18', '46', '47']",177.0,10.0,187.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.82,2.0,1/1,100.0,50.0,1.0,1/1,14.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2280,8907-10000,0.0,81.3,3,40.7314629258517,5,413,5,5,5,10,0,5,100.0%,50.0%,✅ Equal,15,10,5
11_Recombination events.csv|1758,1758,11_Recombination events.csv,6897,10000,"['13', '28', '29', '7']",1000,0.0001,0.01,0.1,5000,50,5,7088,9984,7088-9984,"['28', '13', '7', '29']","['35', '39', '34', '6', '8', '46', '19', '44', '21', '38', '4', '11', '49', '18', '48', '30', '47', '17', '15', '36', '41']","['5', '16', '23', '26', '20', '32', '37', '42', '25', '33', '45', '9', '2', '27', '31', '22', '14', '10', '43', '50', '12', '1']",191.0,16.0,207.0,93.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),53.66,100.0,4/4,100.0,4.0,4.0,4/4,66.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1758,6897-10000,0.0,79.3,5,39.92950654582075,6,414,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14
27_Recombination events.csv|4866,4866,27_Recombination events.csv,1473,8973,"['13', '17', '18', '21', '33', '37', '50', '7']",1000,0.0001,0.01,0.1,5000,50,4,9055,9262,9055-9262,"['37', '13', '17', '50', '18', '33', '21', '7']","['2', '35', '39', '10', '12']",['36'],7582.0,289.0,7871.0,0.0,2500.0,625.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,4866,1473-8973,75.0,0.0,4,37.5,4,415,6,6,10,21,4,15,60.0%,28.6%,✅ Equal,31,12,19
