,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
131,131,132,2,70.61579651941099,7,2236,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,7_Recombination events.csv|2236,2236,7_Recombination events.csv,7059,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,7425,9998,7425-9998,"['42', '39', '8', '47', '23', '30', '18', '38', '24']","['7', '48', '17', '9', '2', '10', '37', '5', '28', '1', '11', '6', '27']","['26', '43', '40', '33', '21', '44', '16', '49', '36', '19']",366,2,368,87.5,,,,,✅ Complete (9/9),52.5,18,9/9,100,50,9,9/9,50,97.2,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7059-10000,87.5%,100.0%,0,87.5,,,,,,,,,,77.77777777777779,63.2,0,1,3,0,2,❌ None
157,157,158,3,50,7,4903,1,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,7_Recombination events.csv|4903,4903,7_Recombination events.csv,8814,10000,"['12', '13', '15', '20', '22', '25', '29', '3', '31', '32', '35', '4', '41', '45', '50']",1000,0.0001,0.01,0.1,5000,50,8814,9996,8814-9996,"['46', '34', '14']",['48'],"['20', '35', '50', '32', '25', '41', '13', '3', '31', '4', '22', '45', '12', '15', '29']",,,,,1186,296.5,25,,,5,,,,15,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,1,1,,,,,1,8814-10000,,,0,0,7_Recombination events.csv,Major_Exact_Match,"['20', '35', '50', '32', '25', '41', '13', '3', '31', '4', '22', '45', '12', '15', '29']","Start_Start, End_End",2,2,4,,,0,99.6,0,4,1,0,1,❌ None
208,208,209,4,30,7,4042,4,Case_E_Start_End,Step 1: Approximate,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,7_Recombination events.csv|4042,4042,7_Recombination events.csv,6987,10000,"['16', '19', '21', '26', '33', '36', '40', '43', '44', '49']",1000,0.0001,0.01,0.1,5000,50,4420,7413,4420-7413,"['26', '43', '40', '33', '21', '44', '16', '49', '36', '19']","['17', '25', '2', '22', '1', '12', '11', '34', '20', '46', '13', '31', '4', '28', '7', '50', '3', '10', '14', '45', '15', '29', '6', '35', '32', '9', '41', '37', '5', '48']","['42', '39', '8', '47', '23', '30', '18', '38', '24']",2567,2587,5154,14.138732160637238,3013,753.2,25,Exact Recombinant Match,,23.827746432127448,,,,,,,30,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,4,6987-10000,14.1%,60.0%,0,14.138732160637238,,,,,,,,,,60,0,0,1,8,0,4,❌ None
31,31,32,1,100,8,4812,1,Standard_Match,Step 1: Approximate,4,4,5,25,1,21,80.0%,16.0%,✅ Equal,30,8,22,8_Recombination events.csv|4812,4812,8_Recombination events.csv,3384,10000,['12'],1000,0.0001,0.01,0.1,5000,50,3384,9989,3384-9989,['12'],"['26', '43', '40', '9', '25', '44', '15']","['46', '32', '3', '33', '37', '16', '45', '34']",0,11,11,99.83373639661428,3384,846,25,Exact Recombinant Match,,56.96674727932286,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3384-10000,99.8%,100.0%,0,99.83373639661428,,,,,,,,,,100,98.9,0,1,7,0,1,❌ None
112,112,113,2,78.26809186768742,8,4702,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,25,1,21,80.0%,16.0%,✅ Equal,30,8,22,8_Recombination events.csv|4702,4702,8_Recombination events.csv,4632,9153,"['16', '3', '32', '33', '37', '45', '46']",1000,0.0001,0.01,0.1,5000,50,4645,9149,4645-9149,"['46', '32', '3', '33', '37', '16', '45']","['40', '25', '2', '44', '11', '27', '26', '20', '13', '23', '50', '43', '10', '15', '35', '9', '41', '5', '30', '48']","['7', '8', '14', '49', '1', '34', '6']",13,4,17,99.6,,,,,✅ Complete (7/7),56.92,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4632-9153,99.6%,100.0%,0,99.6,,,,,,,,,,57.14285714285714,98.3,0,1,2,0,2,❌ None
154,154,155,3,50,8,4849,5,Case_E_Start_End,Step 1: Approximate,4,4,5,25,1,21,80.0%,16.0%,✅ Equal,30,8,22,8_Recombination events.csv|4849,4849,8_Recombination events.csv,5727,10000,['12'],1000,0.0001,0.01,0.1,5000,50,4566,5756,4566-5756,['12'],"['2', '50', '48', '23']","['26', '44', '15', '25']",1161,4244,5405,0.6786800842499415,4273,1068.2,25,Exact Recombinant Match,,33.13573601684999,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5727-10000,0.7%,100.0%,0,0.6786800842499415,,,,,,,,,,100,0,0,1,8,0,5,❌ None
204,204,205,4,33.33333333333333,8,3901,4,Case_E_Start_End,Step 1: Approximate,4,4,5,25,1,21,80.0%,16.0%,✅ Equal,30,8,22,8_Recombination events.csv|3901,3901,8_Recombination events.csv,6207,10000,"['17', '18', '19', '24', '28', '31', '36', '38', '39', '4', '42', '47']",1000,0.0001,0.01,0.1,5000,50,5222,6216,5222-6216,"['42', '39', '17', '47', '31', '4', '36', '18', '28', '19', '38', '24']","['40', '25', '2', '22', '44', '11', '27', '26', '20', '13', '23', '50', '43', '10', '21', '15', '29', '35', '9', '41', '5', '30', '48']","['7', '46', '32', '8', '3', '33', '14', '37', '49', '16', '45', '1', '34', '6']",985,3784,4769,0.237279198523596,3793,948.2,25,Exact Recombinant Match,,23.04745583970472,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,4,6207-10000,0.2%,66.7%,0,0.237279198523596,,,,,,,,,,66.66666666666666,0,0,1,8,0,4,❌ None
60,60,61,1,99.55,9,4847,1,Standard_Match,Step 1: Approximate,2,2,2,13,0,11,100.0%,15.4%,✅ Equal,15,4,11,9_Recombination events.csv|4847,4847,9_Recombination events.csv,3300,10000,['11'],1000,0.0001,0.01,0.1,5000,50,3297,9994,3297-9994,['11'],"['50', '17', '25', '3', '22', '36', '18', '1', '44', '48']","['39', '13']",3,6,9,99.91044776119404,3300,825,25,Exact Recombinant Match,,58.9820895522388,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3300-10000,99.9%,100.0%,0,99.91044776119404,,,,,,,,,,100,99.1,0,1,7,0,1,❌ None
156,156,157,2,50,9,4584,2,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,13,0,11,100.0%,15.4%,✅ Equal,15,4,11,9_Recombination events.csv|4584,4584,9_Recombination events.csv,5352,8841,"['10', '31']",1000,0.0001,0.01,0.1,5000,50,5352,8841,5352-8841,"['31', '10']","['50', '17', '25', '3', '22', '36', '18', '44', '48']","['26', '39', '13', '14', '49', '19', '11']",0,0,0,100,,,,,✅ Complete (2/2),60,100,2/2,100,2,2,2/2,100,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5352-8841,100.0%,100.0%,0,100,,,,,,,,,,0,100,0,1,1,0,2,❌ None
2,2,3,1,100,10,5071,1,Standard_Match,Step 1: Approximate,2,2,2,13,0,11,100.0%,15.4%,✅ Equal,15,4,11,10_Recombination events.csv|5071,5071,10_Recombination events.csv,7626,10000,['4'],1000,0.0001,0.01,0.1,5000,50,7626,9986,7626-9986,['4'],"['7', '24', '47']",['22'],0,14,14,99.41027801179445,2374,593.5,25,Exact Recombinant Match,,56.88205560235889,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7626-10000,99.4%,100.0%,0,99.41027801179445,,,,,,,,,,100,98.6,0,1,7,0,1,❌ None
170,170,171,2,50,10,5065,2,Case_F_Start_Start,Step 1: Approximate,2,2,2,13,0,11,100.0%,15.4%,✅ Equal,15,4,11,10_Recombination events.csv|5065,5065,10_Recombination events.csv,1932,8115,['4'],1000,0.0001,0.01,0.1,5000,50,1928,9987,1928-9987,['4'],['12'],['22'],4,1872,1876,100,3817,954.2,25,Exact Recombinant Match,,53,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1932-8115,100.0%,100.0%,0,100,,,,,,,,,,100,0,0,1,8,0,2,❌ None
1,1,2,1,100,11,4872,2,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|4872,4872,11_Recombination events.csv,384,10000,['36'],1000,0.0001,0.01,0.1,5000,50,381,9996,381-9996,['36'],['45'],"['46', '35', '17', '39', '40', '8', '4', '49', '30', '19', '15', '48', '24']",3,4,7,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,384-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.3,0,1,3,0,2,❌ None
39,39,40,2,99.8992950654582,11,4911,3,Standard_Match,Step 1: Approximate,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|4911,4911,11_Recombination events.csv,1584,9918,['24'],1000,0.0001,0.01,0.1,5000,50,1581,9924,1581-9924,['24'],['6'],['17'],3,6,9,100,1666,416.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1584-9918,100.0%,100.0%,0,100,,,,,,,,,,100,99.1,0,1,7,0,3,❌ None
55,55,56,3,99.69788519637464,11,4883,1,Standard_Match,Step 1: Approximate,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|4883,4883,11_Recombination events.csv,8058,10000,['40'],1000,0.0001,0.01,0.1,5000,50,8059,9988,8059-9988,['40'],"['20', '43', '25', '22', '1']",['15'],1,12,13,99.33058702368692,1942,485.5,25,Exact Recombinant Match,,56.86611740473738,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8058-10000,99.3%,100.0%,0,99.33058702368692,,,,,,,,,,100,98.7,0,1,7,0,1,❌ None
75,75,76,4,97.73413897280966,11,4955,4,Standard_Match,Step 1: Approximate,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|4955,4955,11_Recombination events.csv,5250,8580,['3'],1000,0.0001,0.01,0.1,5000,50,5220,8602,5220-8602,['3'],['2'],"['16', '14']",30,22,52,100,3330,832.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5250-8580,100.0%,100.0%,0,100,,,,,,,,,,100,94.8,0,1,7,0,4,❌ None
77,77,78,5,97.58308157099698,11,4855,6,Standard_Match,Step 1: Approximate,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|4855,4855,11_Recombination events.csv,4053,6192,['36'],1000,0.0001,0.01,0.1,5000,50,4016,6210,4016-6210,['36'],"['35', '19', '8', '30']","['46', '34', '6']",37,18,55,100,2139,534.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,4053-6192,100.0%,100.0%,0,100,,,,,,,,,,100,94.5,0,1,7,0,6,❌ None
146,146,147,6,64.92950654582074,11,1758,5,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14,11_Recombination events.csv|1758,1758,11_Recombination events.csv,6897,10000,"['13', '28', '29', '7']",1000,0.0001,0.01,0.1,5000,50,7088,9984,7088-9984,"['7', '28', '29', '13']","['17', '47', '44', '34', '11', '46', '4', '49', '38', '21', '30', '18', '15', '6', '35', '39', '41', '8', '36', '19', '48']","['42', '25', '2', '22', '1', '12', '27', '26', '20', '31', '23', '50', '43', '10', '33', '14', '45', '32', '9', '37', '5', '16']",191,16,207,93.3,,,,,✅ Complete (4/4),53.66,100,4/4,100,4,4,4/4,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6897-10000,93.3%,100.0%,0,93.3,,,,,,,,,,50,79.3,0,1,3,0,5,❌ None
3,3,4,1,100,12,4921,1,Standard_Match,Step 1: Approximate,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10,12_Recombination events.csv|4921,4921,12_Recombination events.csv,7152,9279,['13'],1000,0.0001,0.01,0.1,5000,50,7152,9281,7152-9281,['13'],"['49', '14']",['11'],0,2,2,100,2127,531.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7152-9279,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
88,88,89,2,87.4498997995992,12,4613,2,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10,12_Recombination events.csv|4613,4613,12_Recombination events.csv,2967,6549,"['10', '20', '21', '25', '31', '42', '50', '6']",1000,0.0001,0.01,0.1,5000,50,2967,6546,2967-6546,"['42', '20', '50', '25', '10', '31', '21', '6']",['38'],"['7', '26', '40', '1', '14', '47', '37', '16', '22', '49', '18', '28', '19', '34', '24', '27']",0,3,3,99.9,,,,,✅ Complete (8/8),58.98,100,8/8,100,8,8,8/8,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2967-6549,99.9%,100.0%,0,99.9,,,,,,,,,,75,99.7,0,1,1,0,2,❌ None
142,142,143,3,66.36606546426185,12,4687,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10,12_Recombination events.csv|4687,4687,12_Recombination events.csv,2058,9234,"['2', '45', '9']",1000,0.0001,0.01,0.1,5000,50,2058,9242,2058-9242,"['2', '9', '45']","['7', '20', '26', '40', '14', '47', '37', '28', '16', '22', '49', '18', '1', '19', '34', '24', '27']","['39', '8']",0,8,8,100,,,,,✅ Complete (3/3),59,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2058-9234,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,99.2,0,1,2,0,3,❌ None
50,50,51,1,99.7,13,4936,1,Standard_Match,Step 1: Approximate,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4936,4936,13_Recombination events.csv,2538,10000,['46'],1000,0.0001,0.01,0.1,5000,50,2538,9994,2538-9994,['46'],['31'],['39'],0,6,6,99.91959260251944,2538,634.5,25,Exact Recombinant Match,,58.98391852050389,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2538-10000,99.9%,100.0%,0,99.91959260251944,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
52,52,53,2,99.7,13,4943,3,Standard_Match,Step 1: Approximate,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4943,4943,13_Recombination events.csv,3036,4695,['30'],1000,0.0001,0.01,0.1,5000,50,3037,4700,3037-4700,['30'],"['10', '22', '44', '38', '29']",['39'],1,5,6,99.93972272453286,1659,414.8,25,Exact Recombinant Match,,58.98794454490657,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3036-4695,99.9%,100.0%,0,99.93972272453286,,,,,,,,,,100,99.4,0,1,7,0,3,❌ None
86,86,87,3,88.45,13,4864,4,Standard_Match,Step 1: Approximate,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4864,4864,13_Recombination events.csv,1536,4668,['43'],1000,0.0001,0.01,0.1,5000,50,1536,4437,1536-4437,['43'],"['50', '19', '40', '9']","['7', '4', '5', '17']",0,231,231,92.62452107279694,3132,783,25,Exact Recombinant Match,,53.524904214559385,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1536-4668,92.6%,100.0%,0,92.62452107279694,,,,,,,,,,100,76.9,0,1,7,0,4,❌ None
115,115,116,4,75,13,4768,2,🎯 Perfect Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4768,4768,13_Recombination events.csv,4440,7572,"['31', '43', '46', '47', '8', '9']",1000,0.0001,0.01,0.1,5000,50,4440,7572,4440-7572,"['31', '9', '8', '47']","['25', '41', '13', '21', '49', '12', '15', '6']","['50', '19', '40']",0,0,0,100,,,,,✅ Complete (4/4),60,66.7,4/4,100,6,4,4/4,100,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4440-7572,100.0%,100.0%,0,100,,,,,,,,,,50,100,0,1,1,0,2,❌ None
125,125,126,5,73.65,13,4586,14,⭐ Excellent Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4586,4586,13_Recombination events.csv,2454,5733,"['1', '14', '33', '34', '35', '42']",1000,0.0001,0.01,0.1,5000,50,2464,5750,2464-5750,"['42', '35', '33', '14', '1', '34']","['25', '22', '44', '12', '11', '27', '26', '20', '13', '49', '38', '3', '10', '21', '15', '29', '6', '41', '37', '36']","['39', '24', '32', '2', '16', '45', '18', '28', '48', '23']",10,17,27,99.7,,,,,✅ Complete (6/6),56.94,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,2454-5733,99.7%,100.0%,0,99.7,,,,,,,,,,50,97.3,0,1,2,0,14,❌ None
130,130,131,6,70.77857142857142,13,4646,5,⭐ Excellent Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4646,4646,13_Recombination events.csv,2088,10000,"['11', '20', '26', '27', '3', '31', '36', '37']",1000,0.0001,0.01,0.1,5000,50,2098,9997,2098-9997,"['26', '20', '3', '37', '36', '11', '27']","['39', '24', '32', '2', '16', '45', '30', '18', '28', '48', '23']","['50', '40', '9', '8', '33', '47', '31', '19']",10,3,13,99.8,,,,,✅ Complete (7/7),58.96,87.5,7/7,100,8,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,2088-10000,99.8%,100.0%,0,99.8,,,,,,,,,,42.85714285714285,98.7,0,1,2,0,5,❌ None
140,140,141,7,66.55,13,1589,7,✅ Complete Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|1589,1589,13_Recombination events.csv,2610,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,2194,9997,2194-9997,"['25', '41', '13', '21', '49', '12', '15', '6']","['39', '24', '32', '2', '16', '45', '30', '18', '28', '48', '23']","['50', '40', '9', '8', '47', '31', '19']",416,3,419,100,,,,,✅ Complete (8/8),55,16,8/8,100,50,8,8/8,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2610-10000,100.0%,100.0%,0,100,,,,,,,,,,75,58.1,0,1,3,0,7,❌ None
145,145,146,8,65.71666666666667,13,4804,8,✅ Complete Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4804,4804,13_Recombination events.csv,579,10000,"['17', '5', '7']",1000,0.0001,0.01,0.1,5000,50,566,9994,566-9994,"['7', '5', '17']","['50', '40', '8', '47', '19']","['4', '43']",13,6,19,99.9,,,,,✅ Complete (3/3),56.98,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,579-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,98.1,0,1,3,0,8,❌ None
176,176,177,9,50,13,4941,6,Case_A_End_End,Step 1: Approximate,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4941,4941,13_Recombination events.csv,5979,8547,['31'],1000,0.0001,0.01,0.1,5000,50,7573,8548,7573-8548,['31'],"['25', '41', '13', '3', '21', '49', '12', '15', '6']",['9'],1594,1,1595,37.92834890965732,2568,642,25,Exact Recombinant Match,,40.585669781931465,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5979-8547,37.9%,100.0%,0,37.92834890965732,,,,,,,,,,100,0,0,1,8,0,6,❌ None
201,201,202,10,37.5,13,2734,15,✅ Complete Match (1/1),Step 2: Best Match,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|2734,2734,13_Recombination events.csv,4914,10000,"['1', '11', '14', '16', '17', '18', '19', '2', '20', '23', '24', '26', '27', '28', '3', '30', '31', '32', '33', '34', '35', '36', '37', '39', '4', '40', '42', '43', '45', '46', '47', '48', '5', '50', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,4670,9994,4670-9994,['43'],['41'],['4'],244,6,250,99.9,,,,,🎯 Perfect (1/1),54.98,2.7,1/1,100,37,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,15,4914-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,75,0,1,3,0,15,❌ None
214,214,215,11,0,13,4840,9,Case_E_Start_End,Step 1: Approximate,11,11,16,29,5,18,68.8%,37.9%,✅ Equal,45,22,23,13_Recombination events.csv|4840,4840,13_Recombination events.csv,5373,8058,"['47', '8']",1000,0.0001,0.01,0.1,5000,50,4440,5371,4440-5371,"['8', '47']","['50', '40']",['9'],933,2687,3620,0,2685,671.2,25,Exact Recombinant Match,,3,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,9,5373-8058,,,0,0,,,,,,,,,,0,0,0,1,8,0,9,❌ None
9,9,10,1,100,14,4767,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,16,1,12,80.0%,25.0%,✅ Equal,21,8,13,14_Recombination events.csv|4767,4767,14_Recombination events.csv,4053,4968,"['18', '38']",1000,0.0001,0.01,0.1,5000,50,4054,4966,4054-4966,"['18', '38']","['28', '48', '8']","['32', '41']",1,2,3,99.7,,,,,✅ Complete (2/2),58.94,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4053-4968,99.7%,100.0%,0,99.7,,,,,,,,,,100,99.7,0,1,2,0,1,❌ None
38,38,39,2,99.89969909729189,14,4840,4,Standard_Match,Step 1: Approximate,4,4,5,16,1,12,80.0%,25.0%,✅ Equal,21,8,13,14_Recombination events.csv|4840,4840,14_Recombination events.csv,4326,4389,['38'],1000,0.0001,0.01,0.1,5000,50,4322,4388,4322-4388,['38'],"['35', '34']",['8'],4,1,5,98.4126984126984,63,15.8,25,Exact Recombinant Match,,58.68253968253968,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4326-4389,98.4%,100.0%,0,98.4126984126984,,,,,,,,,,100,99.5,0,1,7,0,4,❌ None
126,126,127,3,72.50322395758704,14,4794,5,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,16,1,12,80.0%,25.0%,✅ Equal,21,8,13,14_Recombination events.csv|4794,4794,14_Recombination events.csv,6210,8646,"['10', '29', '33', '42', '50', '6', '7']",1000,0.0001,0.01,0.1,5000,50,6206,8526,6206-8526,"['7', '42', '50', '10', '33', '29', '6']","['21', '24', '13']","['26', '43', '9', '37', '5', '16', '36', '19']",4,120,124,95.1,,,,,✅ Complete (7/7),54.02,100,7/7,100,7,7,7/7,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6210-8646,95.1%,100.0%,0,95.1,,,,,,,,,,57.14285714285714,87.6,0,1,3,0,5,❌ None
191,191,192,4,48.495486459378135,14,4696,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,16,1,12,80.0%,25.0%,✅ Equal,21,8,13,14_Recombination events.csv|4696,4696,14_Recombination events.csv,1578,10000,"['13', '21', '24']",1000,0.0001,0.01,0.1,5000,50,1595,9984,1595-9984,"['21', '24', '13']","['26', '43', '9', '37', '5', '16', '36', '19']",['2'],17,16,33,99.6,,,,,✅ Complete (3/3),56.92,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1578-10000,99.6%,100.0%,0,99.6,,,,,,,,,,0,96.7,0,1,3,0,3,❌ None
8,8,9,1,100,15,4937,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,9,29,1,21,88.9%,27.6%,✅ Equal,38,16,22,15_Recombination events.csv|4937,4937,15_Recombination events.csv,5346,9432,['38'],1000,0.0001,0.01,0.1,5000,50,5348,9434,5348-9434,['38'],"['46', '40', '4', '22', '45', '12', '11']",['16'],2,2,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5346-9432,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,1,❌ None
