,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
205,205,206,7,33.33333333333333,25,3625,7,Case_E_Start_End,Step 1: Approximate,7,6,8,20,1,14,87.5%,30.0%,❌ Diff: RDP=7 vs Santa=6,28,13,15,25_Recombination events.csv|3625,3625,25_Recombination events.csv,7692,10000,"['10', '12', '16', '23', '28', '37', '42', '43', '44', '49', '6', '9']",1000,0.0001,0.01,0.1,5000,50,7419,8134,7419-8134,"['42', '43', '9', '10', '37', '23', '16', '44', '49', '28', '12', '6']","['48', '20', '35', '17', '40', '34', '8', '13', '41', '33', '47', '21', '36', '30', '38', '15', '11', '27']","['46', '3', '4', '22', '1', '29', '24']",273,1866,2139,19.150779896013866,2308,577,25,Exact Recombinant Match,,26.83015597920277,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,7,7692-10000,19.2%,66.7%,0,19.150779896013866,,,,,,,,,,66.66666666666666,0,0,1,8,0,7,❌ None
53,53,54,1,99.6993987975952,26,4981,1,Standard_Match,Step 1: Approximate,2,2,2,16,0,14,100.0%,12.5%,✅ Equal,18,4,14,26_Recombination events.csv|4981,4981,26_Recombination events.csv,1581,8937,['39'],1000,0.0001,0.01,0.1,5000,50,1588,8938,1588-8938,['39'],"['46', '35', '33', '31', '37', '49', '45', '28', '44', '38', '29']","['42', '48', '17', '25', '13', '19', '34', '23']",7,1,8,99.90483958673192,2644,661,25,Exact Recombinant Match,,58.98096791734639,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1581-8937,99.9%,100.0%,0,99.90483958673192,,,,,,,,,,100,99.2,0,1,7,0,1,❌ None
178,178,179,2,50,26,5017,2,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,16,0,14,100.0%,12.5%,✅ Equal,18,4,14,26_Recombination events.csv|5017,5017,26_Recombination events.csv,7581,10000,"['22', '7']",1000,0.0001,0.01,0.1,5000,50,7581,9998,7581-9998,"['7', '22']","['46', '35', '10', '33', '14', '31', '37', '28', '49', '45', '1', '44', '38', '29', '24']",['6'],0,2,2,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7581-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.8,0,1,1,0,2,❌ None
41,41,42,1,99.84984984984985,27,4577,5,Standard_Match,Step 1: Approximate,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4577,4577,27_Recombination events.csv,3045,10000,['19'],1000,0.0001,0.01,0.1,5000,50,3045,9996,3045-9996,['19'],"['42', '40', '2', '47', '22', '44', '12', '26', '4', '28', '24', '23', '3', '10', '29', '35', '39', '32', '5']","['48', '38', '43', '9', '41', '14', '31', '16', '45', '49', '1', '15', '34', '27']",0,4,4,99.94248741912294,3045,761.2,25,Exact Recombinant Match,,58.98849748382459,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,3045-10000,99.9%,100.0%,0,99.94248741912294,,,,,,,,,,100,99.6,0,1,7,0,5,❌ None
95,95,96,2,84.8998998998999,27,4689,2,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4689,4689,27_Recombination events.csv,7569,9054,"['10', '12', '13', '17', '18', '2', '21', '22', '28', '33', '35', '37', '39', '40', '42', '5', '50', '7']",1000,0.0001,0.01,0.1,5000,50,7566,9054,7566-9054,"['42', '35', '39', '40', '2', '10', '5', '22', '28', '12']","['48', '38', '43', '25', '9', '41', '14', '31', '16', '45', '49', '1', '15', '34', '27']","['26', '32', '3', '47', '4', '23', '44', '29', '24']",3,0,3,100,,,,,✅ Complete (10/10),59,55.6,10/10,100,18,10,10/10,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7569-9054,100.0%,100.0%,0,100,,,,,,,,,,70,99.7,0,1,2,0,2,❌ None
127,127,128,3,71.42857142857143,27,4641,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4641,4641,27_Recombination events.csv,4941,7377,"['11', '20', '25', '30', '46', '6', '8']",1000,0.0001,0.01,0.1,5000,50,4941,7378,4941-7378,"['20', '46', '25', '8', '30', '11', '6']","['42', '40', '2', '47', '22', '44', '12', '26', '4', '28', '24', '23', '3', '10', '29', '35', '39', '32', '5']","['7', '50', '17', '13', '33', '21', '37', '18']",0,1,1,100,,,,,✅ Complete (7/7),59,100,7/7,100,7,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4941-7377,100.0%,100.0%,0,100,,,,,,,,,,42.85714285714285,99.9,0,1,1,0,1,❌ None
183,183,184,4,49.69969969969969,27,4616,7,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4616,4616,27_Recombination events.csv,1245,9987,"['11', '20', '25', '30', '46', '6', '8']",1000,0.0001,0.01,0.1,5000,50,1247,9982,1247-9982,['36'],"['38', '43', '9', '14', '16', '45', '49', '1', '15', '34', '27']","['20', '46', '25', '8', '30', '11', '6']",,,,,1258,314.5,25,,,5,,,,7,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,7,7,,,,,7,1245-9987,,,0,0,27_Recombination events.csv,Major_Exact_Match,"['20', '46', '25', '8', '30', '11', '6']","Start_Start, End_End",2,3.5,7,,,0,99.3,0,4,1,0,7,❌ None
207,207,208,5,31.25,27,4866,"3, 4",Cross Match (Case_E1_E2S),Step 6: Cross Matches,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4866,4866,27_Recombination events.csv,1473,8973,"['13', '17', '18', '21', '33', '37', '50', '7']",1000,0.0001,0.01,0.1,5000,50,3,9262,3-1471 | 9055-9262,"['7', '50', '17', '13', '33', '21', '37', '18'] | ['7', '50', '17', '13', '33', '21', '37', '18']","['26', '24', '32', '3', '10', '47', '4', '44', '29', '23'] | ['35', '39', '2', '10', '12']","['1', '34', '11', '27', '20', '46', '31', '49', '38', '43', '14', '36', '45', '15', '6', '9', '8', '41', '16', '30', '48'] | ['36']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3,4,,0,✅ Yes,✅ Yes,"3, 4",1473-8973,100.0%,100.0%,100,100,,,,,,,,,,62.5,0,5,3,4,100,"3,4",✅ Start+End
212,212,213,6,16.666666666666664,27,4896,6,Case_E_Start_End,Step 1: Approximate,7,6,7,21,0,15,100.0%,28.6%,❌ Diff: RDP=7 vs Santa=6,28,13,15,27_Recombination events.csv|4896,4896,27_Recombination events.csv,4182,10000,"['31', '41', '48']",1000,0.0001,0.01,0.1,5000,50,20,4076,20-4076,"['31', '48', '41']",['27'],"['15', '14', '16', '45', '1', '38']",4162,5924,10086,0,4182,1045.5,25,Exact Recombinant Match,,12.999999999999998,,,,,,,30,,,,,,,,,,,,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,6,4182-10000,,33.3%,0,0,,,,,,,,,,33.33333333333333,0,0,1,8,0,6,❌ None
48,48,49,1,99.79859013091642,28,5026,2,Standard_Match,Step 1: Approximate,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|5026,5026,28_Recombination events.csv,8115,10000,['42'],1000,0.0001,0.01,0.1,5000,50,8119,9993,8119-9993,['42'],"['7', '40', '9', '2', '33', '14', '18', '6']","['20', '11', '24', '27']",4,7,11,99.41644562334216,1885,471.2,25,Exact Recombinant Match,,58.88328912466844,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8115-10000,99.4%,100.0%,0,99.41644562334216,,,,,,,,,,100,98.9,0,1,7,0,2,❌ None
62,62,63,2,99.49647532729104,28,5061,10,Standard_Match,Step 1: Approximate,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|5061,5061,28_Recombination events.csv,9252,9621,['21'],1000,0.0001,0.01,0.1,5000,50,9244,9630,9244-9630,['21'],['5'],"['19', '47']",8,9,17,100,369,92.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,9252-9621,100.0%,100.0%,0,100,,,,,,,,,,100,98.3,0,1,7,0,1,❌ None
74,74,75,3,97.83484390735146,28,4793,7,Standard_Match,Step 1: Approximate,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|4793,4793,28_Recombination events.csv,4200,9240,"['26', '41']",1000,0.0001,0.01,0.1,5000,50,4238,9252,4238-9252,"['26', '41']","['28', '35', '17', '30']","['50', '34', '8', '13', '10', '4', '49', '11', '24', '27']",38,12,50,99.24603174603176,4960,1240,25,Exact Recombinant Match,,56.84920634920636,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,4200-9240,99.2%,100.0%,0,99.24603174603176,,,,,,,,,,100,95,0,1,7,0,7,❌ None
108,108,109,4,79.44612286002014,28,4922,4,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|4922,4922,28_Recombination events.csv,7983,10000,"['36', '38', '42', '43', '44', '48']",1000,0.0001,0.01,0.1,5000,50,7985,9984,7985-9984,"['43', '36', '44', '38', '48']","['35', '30']","['39', '15', '22', '23']",2,16,18,99.1,,,,,✅ Complete (5/5),56.82,83.3,5/5,100,6,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7983-10000,99.1%,100.0%,0,99.1,,,,,,,,,,60,98.2,0,1,2,0,4,❌ None
117,117,118,5,74.74823766364551,28,4912,6,✅ Complete Match (1/1),Step 2: Best Match,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|4912,4912,28_Recombination events.csv,9084,10000,"['21', '46', '5']",1000,0.0001,0.01,0.1,5000,50,9090,9994,9090-9994,"['46', '5']","['21', '19', '16', '47']","['50', '8', '13', '10', '4', '34']",6,6,12,98.7,,,,,✅ Complete (2/2),58.74,66.7,2/2,100,3,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,9084-10000,98.7%,100.0%,0,98.7,,,,,,,,,,50,98.8,0,1,3,0,6,❌ None
136,136,137,6,67.70248885052511,28,4794,5,✅ Good (6/7),Step 2: Best Match,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|4794,4794,28_Recombination events.csv,294,3921,"['11', '20', '24', '25', '27', '3', '37', '42']",1000,0.0001,0.01,0.1,5000,50,298,3998,298-3998,"['42', '25', '37', '49', '11', '24', '27']","['21', '19', '16', '47']","['46', '50', '8', '13', '10', '4', '5', '34']",4,77,81,99.9,,,,,⚠️ Partial (6/7),52.690000000000005,66.7,6/7,85.7,8,7,6/7,70,100,,,,,,,,,,,85.7,,,,,,,,,,,,,,,,,,,,,,5,294-3921,99.9%,85.7%,0,99.9,,,,,,,,,,42.85714285714285,91.9,0,1,3,0,5,❌ None
163,163,164,7,50,28,4997,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26,28_Recombination events.csv|4997,4997,28_Recombination events.csv,7218,10000,"['25', '37']",1000,0.0001,0.01,0.1,5000,50,7218,9993,7218-9993,"['37', '25']","['31', '12', '45']","['3', '11', '24', '27']",0,7,7,99.7,,,,,✅ Complete (2/2),58.94,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7218-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0,99.3,0,1,2,0,3,❌ None
25,25,26,1,100,29,4879,1,Standard_Match,Step 1: Approximate,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16,29_Recombination events.csv|4879,4879,29_Recombination events.csv,7638,9558,"['18', '35', '48']",1000,0.0001,0.01,0.1,5000,50,7639,9558,7639-9558,"['18', '35', '48']","['50', '20']","['4', '13']",1,0,1,99.94791666666669,1920,480,25,Exact Recombinant Match,,58.989583333333336,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7638-9558,99.9%,100.0%,0,99.94791666666669,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
71,71,72,2,98.89889889889888,29,4889,2,Standard_Match,Step 1: Approximate,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16,29_Recombination events.csv|4889,4889,29_Recombination events.csv,3852,10000,['19'],1000,0.0001,0.01,0.1,5000,50,3869,9994,3869-9994,['19'],"['26', '39', '40', '41', '49']",['29'],17,6,23,99.62589459986988,3852,963,25,Exact Recombinant Match,,56.92517891997397,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3852-10000,99.6%,100.0%,0,99.62589459986988,,,,,,,,,,100,97.7,0,1,7,0,2,❌ None
147,147,148,3,64.5145145145145,29,4830,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16,29_Recombination events.csv|4830,4830,29_Recombination events.csv,3654,10000,"['28', '30', '32']",1000,0.0001,0.01,0.1,5000,50,3618,9992,3618-9992,"['28', '32', '30']","['17', '40', '25', '2', '47', '12', '11', '34', '27', '26', '46', '13', '4', '49', '24', '23', '7', '3', '10', '21', '45', '18', '35', '39', '41', '8', '37', '16', '48']","['1', '29', '22']",36,8,44,99.9,,,,,✅ Complete (3/3),56.98,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3654-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,95.6,0,1,3,0,3,❌ None
23,23,24,1,100,30,4904,2,🎯 Perfect Match (1/1),Step 2: Best Match,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,30_Recombination events.csv|4904,4904,30_Recombination events.csv,4983,9621,"['38', '40']",1000,0.0001,0.01,0.1,5000,50,4984,9620,4984-9620,"['38', '40']","['39', '24', '9', '25', '41', '3', '33', '14', '4', '21', '45', '44', '15', '6', '27']","['48', '50', '34', '37', '5', '28', '18', '1', '19', '29']",1,1,2,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4983-9621,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,2,❌ None
37,37,38,2,99.8997995991984,30,4984,1,Standard_Match,Step 1: Approximate,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,30_Recombination events.csv|4984,4984,30_Recombination events.csv,357,1941,['44'],1000,0.0001,0.01,0.1,5000,50,354,1942,354-1942,['44'],['35'],"['3', '39', '33', '27']",3,1,4,100,1584,396,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,357-1941,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
68,68,69,3,99.09819639278555,30,5010,4,Standard_Match,Step 1: Approximate,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,30_Recombination events.csv|5010,5010,30_Recombination events.csv,2709,4422,['2'],1000,0.0001,0.01,0.1,5000,50,2702,4409,2702-4409,['2'],"['10', '16']",['23'],7,13,20,99.241097489784,1713,428.2,25,Exact Recombinant Match,,56.848219497956805,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,2709-4422,99.2%,100.0%,0,99.241097489784,,,,,,,,,,100,98,0,1,7,0,4,❌ None
184,184,185,4,49.64929859719439,30,4937,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,30_Recombination events.csv|4937,4937,30_Recombination events.csv,147,10000,"['13', '30']",1000,0.0001,0.01,0.1,5000,50,148,9992,148-9992,"['30', '13']",['48'],['26'],1,8,9,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,147-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.1,0,1,3,0,3,❌ None
24,24,25,1,100,31,4931,1,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,31_Recombination events.csv|4931,4931,31_Recombination events.csv,8445,10000,['50'],1000,0.0001,0.01,0.1,5000,50,8446,9993,8446-9993,['50'],['15'],['12'],1,7,8,99.5,,,,,🎯 Perfect (1/1),58.900000000000006,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8445-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,99.2,0,1,2,0,1,❌ None
58,58,59,2,99.59677419354838,31,4882,3,Standard_Match,Step 1: Approximate,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,31_Recombination events.csv|4882,4882,31_Recombination events.csv,3429,8322,"['44', '9']",1000,0.0001,0.01,0.1,5000,50,3413,8322,3413-8322,"['44', '9']","['42', '20', '16', '48', '24']","['7', '19', '45']",16,0,16,100,4893,1223.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3429-8322,100.0%,100.0%,0,100,,,,,,,,,,100,98.4,0,1,7,0,3,❌ None
64,64,65,3,99.44556451612902,31,4927,2,Standard_Match,Step 1: Approximate,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,31_Recombination events.csv|4927,4927,31_Recombination events.csv,6423,10000,['1'],1000,0.0001,0.01,0.1,5000,50,6417,9987,6417-9987,['1'],"['42', '20', '16', '48', '24']",['11'],6,13,19,99.63656695554934,3577,894.2,25,Exact Recombinant Match,,56.92731339110987,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6423-10000,99.6%,100.0%,0,99.63656695554934,,,,,,,,,,100,98.1,0,1,7,0,2,❌ None
92,92,93,4,86.6470223325062,31,4484,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,31_Recombination events.csv|4484,4484,31_Recombination events.csv,9162,10000,"['1', '11', '13', '17', '19', '22', '26', '27', '3', '30', '31', '32', '34', '38', '44', '45', '47', '49', '5', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,9204,9998,9204-9998,"['7', '32', '9', '8', '13', '3', '34', '44', '22', '45', '30', '19', '11']","['42', '40', '25', '20', '46', '4', '24', '23', '43', '10', '14', '21', '15', '35', '39', '41', '16', '36', '48']","['26', '17', '47', '31', '5', '49', '38', '27']",42,2,44,94.7,,,,,✅ Complete (13/13),55.94,59.1,13/13,100,22,13,13/13,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,9162-10000,94.7%,100.0%,0,94.7,,,,,,,,,,76.92307692307693,95.6,0,1,3,0,4,❌ None
129,129,130,5,71.32056451612902,31,4662,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,31_Recombination events.csv|4662,4662,31_Recombination events.csv,333,3117,"['17', '26', '27', '31', '38', '47', '49', '5']",1000,0.0001,0.01,0.1,5000,50,293,3158,293-3158,"['26', '17', '47', '31', '5', '49', '38', '27']","['7', '32', '34', '8', '3', '22', '45', '19', '11']","['50', '2', '33', '37', '28', '12', '6']",40,41,81,100,,,,,✅ Complete (8/8),57,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,333-3117,100.0%,100.0%,0,100,,,,,,,,,,50,91.9,0,1,3,0,5,❌ None
43,43,44,2,99.8,32,4990,1,Standard_Match,Step 1: Approximate,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7,32_Recombination events.csv|4990,4990,32_Recombination events.csv,7359,10000,['44'],1000,0.0001,0.01,0.1,5000,50,7362,9999,7362-9999,['44'],"['1', '6']",['31'],3,1,4,99.8485422188565,2641,660.2,25,Exact Recombinant Match,,58.969708443771296,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7359-10000,99.8%,100.0%,0,99.8485422188565,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
45,45,46,1,99.8,32,4986,2,Standard_Match,Step 1: Approximate,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7,32_Recombination events.csv|4986,4986,32_Recombination events.csv,3027,10000,['16'],1000,0.0001,0.01,0.1,5000,50,3030,9999,3030-9999,['16'],['28'],"['17', '21', '4', '12', '38']",3,1,4,99.94263588125628,3027,756.8,25,Exact Recombinant Match,,58.98852717625125,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3027-10000,99.9%,100.0%,0,99.94263588125628,,,,,,,,,,100,99.6,0,1,7,0,2,❌ None
87,87,88,3,88.45,32,4430,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7,32_Recombination events.csv|4430,4430,32_Recombination events.csv,6690,7527,"['12', '13', '16', '17', '21', '22', '26', '29', '30', '32', '35', '36', '38', '39', '4', '41', '48', '50', '8', '9']",1000,0.0001,0.01,0.1,5000,50,6720,7528,6720-7528,"['17', '22', '12', '26', '13', '4', '38', '50', '21', '30', '29', '35', '39', '32', '9', '8', '41', '16', '36', '48']","['20', '1', '11', '6']","['42', '40', '25', '2', '47', '34', '27', '46', '31', '49', '28', '24', '23', '7', '43', '3', '10', '33', '14', '45', '18', '15', '37', '5', '19']",30,1,31,96.4,,,,,✅ Complete (20/20),56.28,100,20/20,100,20,20,20/20,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6690-7527,96.4%,100.0%,0,96.4,,,,,,,,,,80,96.9,0,1,3,0,4,❌ None
164,164,165,4,50,32,4752,3,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7,32_Recombination events.csv|4752,4752,32_Recombination events.csv,1596,2988,"['13', '36']",1000,0.0001,0.01,0.1,5000,50,1596,2988,1596-2988,"['36', '13']","['42', '40', '44', '34', '27', '46', '31', '49', '24', '23', '7', '43', '3', '10', '33', '14', '45', '18', '15', '37', '19']","['26', '48', '35', '39', '32', '9', '8', '41', '50', '22', '30', '29']",0,0,0,100,,,,,✅ Complete (2/2),60,100,2/2,100,2,2,2/2,100,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1596-2988,100.0%,100.0%,0,100,,,,,,,,,,0,100,0,1,1,0,3,❌ None
216,216,217,5,0,32,4875,5,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7,32_Recombination events.csv|4875,4875,32_Recombination events.csv,1440,3345,"['13', '36']",1000,0.0001,0.01,0.1,5000,50,2989,3344,2989-3344,"['26', '48', '35', '39', '32', '9', '8', '41', '50', '22', '30', '29']","['17', '21', '4', '12', '38']","['36', '13']",,,,,1905,476.2,25,,,5,,,,2,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,5,5,,,,,5,1440-3345,,,0,0,32_Recombination events.csv,Major_Exact_Match,"['36', '13']","End_Start, End_End",2,178.5,357,,,0,0,0,4,1,0,5,❌ None
18,18,19,1,100,33,4785,2,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,33_Recombination events.csv|4785,4785,33_Recombination events.csv,5196,7305,['43'],1000,0.0001,0.01,0.1,5000,50,5194,7304,5194-7304,['43'],"['7', '26', '46', '50', '4', '5', '16', '45', '1', '23']","['40', '33', '21', '11', '6']",2,1,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5196-7305,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,2,❌ None
79,79,80,2,96.9408224674022,33,4970,3,Standard_Match,Step 1: Approximate,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,33_Recombination events.csv|4970,4970,33_Recombination events.csv,3054,3696,['14'],1000,0.0001,0.01,0.1,5000,50,3064,3642,3064-3642,['14'],"['8', '12', '36', '19', '24']","['7', '26', '46', '50', '4', '5', '16', '45', '18', '1', '23']",10,54,64,90.03115264797508,642,160.5,25,Exact Recombinant Match,,55.006230529595015,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3054-3696,90.0%,100.0%,0,90.03115264797508,,,,,,,,,,100,93.6,0,1,7,0,3,❌ None
