,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
159,159,160,3,48.983739837398375,21,9144,6,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,9,37,6,34,33.3%,8.1%,✅ Equal,46,6,40,21_Recombination events.csv|9144,9144,21_Recombination events.csv,5820,10000,"['1', '12', '14', '16', '17', '19', '2', '20', '22', '26', '27', '3', '33', '36', '37', '38', '4', '42', '46', '49', '6', '7']",1000,0.0002,0.02,0.1,5000,50,5854,9998,5854-9998,['17'],"['19', '42']","['6', '22', '49', '4', '3', '27', '38']",34,2,36,99.1,,,,,🎯 Perfect (1/1),56.82,4.5,1/1,100,22,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5820-10000,99.1%,100.0%,0,99.1,,,,,,,,,,0,96.4,0,1,2,0,6,❌ None
160,160,161,5,48.846539618856575,20,9165,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,5,15,60,9,55,40.0%,8.3%,❌ Diff: RDP=6 vs Santa=5,75,11,64,20_Recombination events.csv|9165,9165,20_Recombination events.csv,4083,8718,"['14', '15', '18', '19', '28', '3', '33', '38', '42', '44', '7']",1000,0.0002,0.02,0.1,5000,50,4085,8742,4085-8742,"['3', '42']","['21', '50', '46']","['40', '47', '43', '18', '5', '44', '41', '34', '4', '27', '36', '20', '23']",2,24,26,100,,,,,✅ Complete (2/2),57,18.2,2/2,100,11,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4083-8718,100.0%,100.0%,0,100,,,,,,,,,,0,97.4,0,1,2,0,4,❌ None
161,161,162,6,48.34834834834834,17,9948,3,✅ Complete Match (1/1),Step 2: Best Match,8,6,12,44,4,38,66.7%,13.6%,❌ Diff: RDP=8 vs Santa=6,56,14,42,17_Recombination events.csv|9948,9948,17_Recombination events.csv,1161,10000,"['14', '33', '45']",1000,0.0002,0.02,0.1,5000,50,1159,9968,1159-9968,['33'],['38'],"['40', '6', '48', '12', '11', '27', '3', '32', '21', '39']",2,32,34,99.6,,,,,🎯 Perfect (1/1),56.92,33.3,1/1,100,3,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1161-10000,99.6%,100.0%,0,99.6,,,,,,,,,,0,96.6,0,1,3,0,3,❌ None
162,162,163,7,47.7432296890672,4,4129,5,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,57,2,49,80.0%,14.0%,✅ Equal,67,16,51,4_Recombination events.csv|4129,4129,4_Recombination events.csv,9402,9957,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,9409,9998,9409-9998,"['33', '19']","['41', '48']","['32', '7']",7,41,48,98.7,,,,,✅ Complete (2/2),56.74,4,2/2,100,50,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9402-9957,98.7%,100.0%,0,98.7,,,,,,,,,,0,95.2,0,1,3,0,5,❌ None
163,163,164,5,47.693079237713135,18,9934,4,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,5,5,6,32,1,27,83.3%,15.6%,✅ Equal,38,10,28,18_Recombination events.csv|9934,9934,18_Recombination events.csv,4599,5784,"['14', '17', '21', '36']",1000,0.0002,0.02,0.1,5000,50,4642,5790,4642-5790,['49'],"['17', '21', '14', '36']","['7', '37', '48', '44', '31', '19', '34']",,,,,1185,296.2,25,,,5,,,,4,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,4,4,,,,,4,4599-5784,,,0,0,18_Recombination events.csv,Minor_Exact_Match,"['17', '21', '14', '36']","Start_Start, End_End",2,24.5,49,,,0,95.1,0,4,1,0,4,❌ None
164,164,165,12,46.98448448448448,8,9933,16,✅ Complete Match (1/1),Step 2: Best Match,14,13,19,49,5,36,73.7%,26.5%,❌ Diff: RDP=14 vs Santa=13,68,27,41,8_Recombination events.csv|9933,9933,8_Recombination events.csv,1983,3885,"['11', '42', '50', '9']",1000,0.0002,0.02,0.1,5000,50,2243,3834,2243-3834,"['42', '50', '9', '11']","['39', '47']","['23', '39', '20', '46']",260,51,311,83.6,,,,,✅ Complete (4/4),51.72,100,4/4,100,4,4,4/4,50,92.9,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,16,1983-3885,83.6%,100.0%,0,83.6,,,,,,,,,,25,68.9,0,1,3,0,16,❌ None
165,165,166,8,46.589769307923774,4,4177,8,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,57,2,49,80.0%,14.0%,✅ Equal,67,16,51,4_Recombination events.csv|4177,4177,4_Recombination events.csv,3219,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3288,9998,3288-9998,"['41', '48']","['39', '24', '40', '5', '22', '3', '17', '18', '43', '46', '50', '11']","['31', '1', '8', '6', '30']",69,2,71,99,,,,,✅ Complete (2/2),56.8,4,2/2,100,50,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,3219-10000,99.0%,100.0%,0,99,,,,,,,,,,0,92.9,0,1,3,0,8,❌ None
166,166,167,11,46.07645875251509,3,9873,6,✅ Complete Match (1/1),Step 2: Best Match,14,12,17,31,3,19,82.4%,38.7%,❌ Diff: RDP=14 vs Santa=12,48,26,22,3_Recombination events.csv|9873,9873,3_Recombination events.csv,5298,10000,"['10', '4']",1000,0.0002,0.02,0.1,5000,50,5382,10000,5382-10000,"['4', '10']",['19'],"['40', '12', '6', '22', '36', '37', '18', '38', '50', '2', '47']",84,0,84,98.2,,,,,✅ Complete (2/2),56.64,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5298-10000,98.2%,100.0%,0,98.2,,,,,,,,,,0,91.6,0,1,3,0,6,❌ None
167,167,168,5,45.24524524524524,14,9602,5,✅ Complete Match (1/1),Step 2: Best Match,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41,14_Recombination events.csv|9602,9602,14_Recombination events.csv,9474,10000,"['1', '10', '13', '16', '17', '19', '20', '22', '24', '25', '26', '27', '28', '29', '3', '30', '31', '33', '35', '37', '38', '39', '41', '42', '43', '46', '47', '48', '49', '50', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,9568,9998,9568-9998,['17'],"['40', '2', '44']","['37', '43', '39', '22', '38', '19', '41', '35', '10', '46']",94,2,96,81.7,,,,,🎯 Perfect (1/1),53.34,3,1/1,100,33,1,1/1,70,90.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9474-10000,81.7%,100.0%,0,81.7,,,,,,,,,,0,90.4,0,1,3,0,5,❌ None
168,168,169,11,45.035105315947845,15,9156,6,✅ Complete Match (1/1),Step 2: Best Match,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46,15_Recombination events.csv|9156,9156,15_Recombination events.csv,6711,10000,"['1', '20', '31', '32', '33', '36', '4', '41', '45', '47', '48', '49', '5', '6']",1000,0.0002,0.02,0.1,5000,50,6716,9903,6716-9903,['1'],"['40', '43', '35', '50', '42']","['17', '15']",5,97,102,96.9,,,,,🎯 Perfect (1/1),56.38,7.1,1/1,100,14,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,6711-10000,96.9%,100.0%,0,96.9,,,,,,,,,,0,89.8,0,1,3,0,6,❌ None
169,169,170,7,44.344344344344336,17,2756,12,✅ Complete Match (1/1),Step 2: Best Match,8,6,12,44,4,38,66.7%,13.6%,❌ Diff: RDP=8 vs Santa=6,56,14,42,17_Recombination events.csv|2756,2756,17_Recombination events.csv,9366,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,9478,9998,9478-9998,"['45', '14']","['6', '11']","['23', '46', '10', '20', '50', '47']",112,2,114,82,,,,,✅ Complete (2/2),51.400000000000006,4,2/2,100,50,2,2/2,50,91.1,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,12,9366-10000,82.0%,100.0%,0,82,,,,,,,,,,0,88.6,0,1,3,0,12,❌ None
170,170,171,9,42.69269269269269,23,1470,8,✅ Complete Match (1/1),Step 2: Best Match,12,10,21,43,9,33,57.1%,23.3%,❌ Diff: RDP=12 vs Santa=10,64,22,42,23_Recombination events.csv|1470,1470,23_Recombination events.csv,8694,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8551,9996,8551-9996,['17'],"['22', '44']","['30', '7', '6', '18', '15', '47', '1', '29', '41', '28', '10', '20', '2', '46']",143,4,147,99.7,,,,,🎯 Perfect (1/1),54.94,2,1/1,100,50,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,8694-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0,85.3,0,1,3,0,8,❌ None
171,171,172,10,40.18036072144289,9,4722,9,✅ Complete Match (1/1),Step 2: Best Match,11,10,14,52,3,42,78.6%,19.2%,❌ Diff: RDP=11 vs Santa=10,66,21,45,9_Recombination events.csv|4722,4722,9_Recombination events.csv,7224,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7412,9990,7412-9990,['3'],['27'],"['41', '31', '45', '38', '42', '12', '26', '48', '10', '7', '30', '50', '2', '34', '35', '47']",188,10,198,92.9,,,,,🎯 Perfect (1/1),53.58,2,1/1,100,50,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,7224-10000,92.9%,100.0%,0,92.9,,,,,,,,,,0,80.2,0,1,3,0,9,❌ None
172,172,173,8,38.23614971879242,2,9611,6,❌ Poor (3/31),Step 2: Best Match,9,8,11,68,2,60,81.8%,11.8%,❌ Diff: RDP=9 vs Santa=8,79,17,62,2_Recombination events.csv|9611,9611,2_Recombination events.csv,4959,7401,"['24', '25', '47']",1000,0.0002,0.02,0.1,5000,50,4795,7296,4795-7296,"['6', '18', '45', '42', '30', '37', '43', '5', '24', '4', '3', '32', '17', '10', '21', '14', '15', '29', '28', '9', '11', '39', '46', '47', '1', '16', '33', '34', '41', '25', '50']","['7', '48', '8', '44', '31', '19', '49', '27', '35', '38', '23']","['26', '22', '2', '36']",164,105,269,95.7,,,,,❌ Poor (3/31),27.05,9.7,3/31,9.7,3,31,3/31,50,100,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,6,4959-7401,95.7%,9.7%,0,95.7,,,,,,,,,,3.225806451612903,73.1,0,1,8,0,6,❌ None
173,173,174,13,33.50850850850851,8,9763,"11, 8",Cross Match (Case_E2_E1E),Step 6: Cross Matches,14,13,19,49,5,36,73.7%,26.5%,❌ Diff: RDP=14 vs Santa=13,68,27,41,8_Recombination events.csv|9763,9763,8_Recombination events.csv,3210,10000,"['10', '14', '19', '24', '30', '33', '4', '48']",1000,0.0002,0.02,0.1,5000,50,2394,9986,2394-9986 | 2426-3221,"['14', '24', '4', '48', '10', '30', '33', '19'] | ['14', '24', '4', '48', '10', '30', '33', '19']","['32', '6'] | ['29']","['8', '36', '27', '13', '43', '26', '20', '31', '25', '22', '21', '45', '46', '7', '2', '35', '39', '44', '38', '16', '49'] | ['42', '8', '9', '36', '27', '13', '43', '26', '20', '31', '25', '22', '21', '45', '46', '7', '50', '2', '35', '47', '39', '1', '44', '17', '38', '16', '49', '11']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,8,11,,0,✅ Yes,✅ Yes,"11, 8",3210-10000,100.0%,100.0%,100,100,,,,,,,,,,50,17,5,3,4,100,"11,8",✅ Start+End
174,174,175,10,33.33333333333333,23,9387,12,Case_F_Start_Start,Step 1: Approximate,12,10,21,43,9,33,57.1%,23.3%,❌ Diff: RDP=12 vs Santa=10,64,22,42,23_Recombination events.csv|9387,9387,23_Recombination events.csv,4488,10000,"['13', '27', '3', '36', '37', '38', '40', '42', '48', '5', '50', '9']",1000,0.0002,0.02,0.1,5000,50,4452,5723,4452-5723,"['40', '37', '48', '5', '27', '3', '36', '9', '13', '38', '50', '42']","['14', '12', '45', '24', '16', '33', '49', '32', '35']","['43', '44', '22', '31', '34', '11']",36,4277,4313,22.40566037735849,4488,1122,25,Exact Recombinant Match,,27.48113207547169,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,12,4488-10000,22.4%,66.7%,0,22.40566037735849,,,,,,,,,,66.66666666666666,0,0,1,8,0,12,❌ None
175,175,176,6,31.818181818181817,16,9534,13,Case_B_End_Ini,Step 1: Approximate,9,10,17,46,8,36,52.9%,21.7%,❌ Diff: RDP=9 vs Santa=10,63,19,44,16_Recombination events.csv|9534,9534,16_Recombination events.csv,1386,3489,"['14', '15', '24', '26', '28', '29', '34', '35', '42', '43', '5']",1000,0.0002,0.02,0.1,5000,50,3492,8040,3492-8040,"['43', '14', '15', '5', '29', '26', '24', '34', '28', '35', '42']","['25', '33']","['30', '37', '6', '17', '22', '45', '16', '19', '49', '9', '10', '38', '47']",2106,4551,6657,0,2103,525.8,25,Exact Recombinant Match,,22.09090909090909,,,,,,,30,,,,,,,,,,,,63.63636363636363,,,,,,,,,,,,,,,,,,,,,,13,1386-3489,,63.6%,0,0,,,,,,,,,,63.63636363636363,0,0,1,8,0,13,❌ None
176,176,177,11,30.930930930930927,23,7012,9,✅ Complete Match (1/1),Step 2: Best Match,12,10,21,43,9,33,57.1%,23.3%,❌ Diff: RDP=12 vs Santa=10,64,22,42,23_Recombination events.csv|7012,7012,23_Recombination events.csv,4635,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4613,9640,4613-9640,['8'],"['40', '37', '5', '9', '38', '50']","['14', '12', '45', '24', '16', '33', '49', '32', '35']",22,360,382,93.3,,,,,🎯 Perfect (1/1),53.66,2.1,1/1,100,48,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,4635-10000,93.3%,100.0%,0,93.3,,,,,,,,,,0,61.8,0,1,3,0,9,❌ None
177,177,178,6,27.927927927927925,14,6001,3,✅ Complete Match (1/1),Step 2: Best Match,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41,14_Recombination events.csv|6001,6001,14_Recombination events.csv,2526,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2084,10000,2084-10000,['17'],"['40', '2', '44']","['6', '48', '20', '42', '7', '30', '37', '43', '8', '31', '24', '3', '10', '35', '38', '29', '26', '19', '49', '28', '39', '46', '47', '1', '22', '16', '33', '41', '27', '13', '25', '50']",442,0,442,100,,,,,🎯 Perfect (1/1),55,2,1/1,100,50,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2526-10000,100.0%,100.0%,0,100,,,,,,,,,,0,55.8,0,1,3,0,3,❌ None
178,178,179,6,26.37913741223671,24,5570,7,✅ Complete Match (1/1),Step 2: Best Match,6,6,13,53,7,47,46.2%,11.3%,✅ Equal,66,12,54,24_Recombination events.csv|5570,5570,24_Recombination events.csv,5772,8469,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,5988,8211,5988-8211,['8'],"['7', '13', '12', '42']","['29', '45', '34', '17', '39', '50', '47']",216,258,474,82.4,,,,,🎯 Perfect (1/1),51.48,2,1/1,100,50,1,1/1,50,91.6,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,5772-8469,82.4%,100.0%,0,82.4,,,,,,,,,,0,52.6,0,1,3,0,7,❌ None
179,179,180,12,25.352112676056336,3,4047,14,✅ Complete Match (1/1),Step 2: Best Match,14,12,17,31,3,19,82.4%,38.7%,❌ Diff: RDP=14 vs Santa=12,48,26,22,3_Recombination events.csv|4047,4047,3_Recombination events.csv,2058,5448,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,1634,5376,1634-5376,"['14', '27']","['3', '44', '30']","['24', '29']",424,72,496,97.9,,,,,✅ Complete (2/2),54.58,4,2/2,100,50,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,2058-5448,97.9%,100.0%,0,97.9,,,,,,,,,,0,50.4,0,1,3,0,14,❌ None
180,180,181,7,25,1,9103,7,Case_A_End_End,Step 1: Approximate,8,7,10,39,2,32,80.0%,17.9%,❌ Diff: RDP=8 vs Santa=7,49,15,34,1_Recombination events.csv|9103,9103,1_Recombination events.csv,1464,5703,"['17', '26', '37', '50', '6', '7']",1000,0.0002,0.02,0.1,5000,50,3516,5705,3516-5705,"['7', '37', '6', '26', '17', '50']","['18', '48', '45', '36', '20', '2', '42', '30', '8', '5', '31', '24', '4', '3', '10', '21', '35', '38', '14', '29', '19', '49', '11', '23', '46', '47', '12', '1', '22', '16', '33', '34', '25']","['40', '43', '44', '41', '27', '32', '9', '39']",2052,2,2054,51.59235668789809,4239,1059.8,25,Exact Recombinant Match,,28.318471337579616,,,,,,,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,7,1464-5703,51.6%,50.0%,0,51.59235668789809,,,,,,,,,,50,0,0,1,8,0,7,❌ None
181,181,182,8,23.42342342342342,5,9810,18,✅ Complete Match (1/1),Step 2: Best Match,10,10,19,46,9,36,52.6%,21.7%,✅ Equal,65,20,45,5_Recombination events.csv|9810,9810,5_Recombination events.csv,2640,5478,"['38', '5']",1000,0.0002,0.02,0.1,5000,50,3128,5434,3128-5434,"['5', '38']",['26'],"['28', '22', '45']",488,44,532,81.3,,,,,✅ Complete (2/2),51.260000000000005,100,2/2,100,2,2,2/2,50,90.3,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,18,2640-5478,81.3%,100.0%,0,81.3,,,,,,,,,,0,46.8,0,1,3,0,18,❌ None
182,182,183,9,21.44288577154309,2,4086,4,✅ Complete Match (1/1),Step 2: Best Match,9,8,11,68,2,60,81.8%,11.8%,❌ Diff: RDP=9 vs Santa=8,79,17,62,2_Recombination events.csv|4086,4086,2_Recombination events.csv,4626,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4792,9594,4792-9594,['13'],"['6', '18', '45', '42', '30', '37', '43', '5', '24', '4', '3', '32', '17', '10', '21', '14', '15', '29', '28', '9', '11', '39', '46', '47', '1', '16', '33', '34', '41', '25', '50']","['12', '26', '22', '36', '20']",166,406,572,89.4,,,,,🎯 Perfect (1/1),52.88,2,1/1,100,50,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4626-10000,89.4%,100.0%,0,89.4,,,,,,,,,,0,42.8,0,1,3,0,4,❌ None
183,183,184,7,16.666666666666664,14,9843,"6, 7",Cross Match (Case_E2_E1S),Step 6: Cross Matches,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41,14_Recombination events.csv|9843,9843,14_Recombination events.csv,4956,10000,"['2', '40', '44']",1000,0.0002,0.02,0.1,5000,50,4,4954,4-2082 | 4050-4954,"['40', '2', '44'] | ['40', '2', '44']","['6', '48', '20', '42', '7', '37', '30', '43', '8', '31', '24', '3', '10', '35', '38', '29', '26', '19', '49', '28', '39', '46', '47', '1', '22', '16', '33', '41', '27', '13', '25', '50'] | ['14', '15', '12', '5', '18', '45', '34', '4', '36', '32', '9', '21', '11', '23']","['14', '15', '5', '12', '18', '45', '34', '4', '36', '32', '9', '21', '11', '23'] | ['6', '48', '20', '42', '7', '30', '37', '43', '8', '31', '24', '3', '10', '35', '38', '29', '26', '19', '49', '28', '39', '46', '47', '1', '22', '16', '33', '41', '27', '13', '25', '50']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,6,7,,0,✅ Yes,✅ Yes,"6, 7",4956-10000,100.0%,100.0%,100,100,,,,,,,,,,33.33333333333333,0,5,3,4,100,"6,7",✅ Start+End
184,184,185,9,12.5,5,9671,17,Case_F_Start_Start,Step 1: Approximate,10,10,19,46,9,36,52.6%,21.7%,✅ Equal,65,20,45,5_Recombination events.csv|9671,9671,5_Recombination events.csv,72,10000,"['2', '21', '36', '47']",1000,0.0002,0.02,0.1,5000,50,72,692,72-692,"['47', '2', '36', '21']","['33', '49', '20']","['42', '8', '6', '37', '13', '15', '10', '30', '19', '50', '11']",0,9308,9308,6.244963738920226,72,18,25,Exact Recombinant Match,,11.748992747784046,,,,,,,30,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,17,72-10000,6.2%,25.0%,0,6.244963738920226,,,,,,,,,,25,0,0,1,8,0,17,❌ None
185,185,186,8,10,22,9711,8,Case_E_Start_End,Step 1: Approximate,11,9,13,48,2,39,84.6%,18.8%,❌ Diff: RDP=11 vs Santa=9,61,20,41,22_Recombination events.csv|9711,9711,22_Recombination events.csv,5829,10000,"['10', '32', '45', '46', '9']",1000,0.0002,0.02,0.1,5000,50,28,5816,28-5816,"['45', '32', '9', '10', '46']","['7', '30', '26', '41', '35', '2']",['21'],5801,4184,9985,0,4171,1042.8,25,Exact Recombinant Match,,9,,,,,,,30,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,8,5829-10000,,20.0%,0,0,,,,,,,,,,20,0,0,1,8,0,8,❌ None
186,186,187,7,9.422492401215807,16,9612,11,✅ Complete Match (1/1),Step 2: Best Match,9,10,17,46,8,36,52.9%,21.7%,❌ Diff: RDP=9 vs Santa=10,63,19,44,16_Recombination events.csv|9612,9612,16_Recombination events.csv,2469,7977,"['1', '10', '17', '30', '32', '38', '40', '45', '46', '47', '6', '9']",1000,0.0002,0.02,0.1,5000,50,3170,8090,3170-8090,['40'],['33'],"['2', '12', '27', '21', '11']",701,113,814,87.3,,,,,🎯 Perfect (1/1),50.46,8.3,1/1,100,12,1,1/1,30,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,2469-7977,87.3%,100.0%,0,87.3,,,,,,,,,,0,18.60000000000001,0,1,3,0,11,❌ None
187,187,188,9,3.360080240722161,10,6845,7,✅ Complete Match (1/1),Step 2: Best Match,10,10,20,54,10,44,50.0%,18.5%,✅ Equal,74,20,54,10_Recombination events.csv|6845,6845,10_Recombination events.csv,2199,7467,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2672,7007,2672-7007,"['26', '20']","['30', '6', '18', '29', '22', '25', '24', '19', '28', '4', '36', '32', '38', '13', '39', '50', '46']","['7', '15', '33', '41', '42']",473,460,933,82.3,,,,,✅ Complete (2/2),51.46,4,2/2,100,50,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2199-7467,82.3%,100.0%,0,82.3,,,,,,,,,,0,6.699999999999989,0,1,3,0,7,❌ None
